population_ln,infant_mort_ln,leader_tenure,CPI_sqrt,cell_phones_ln,country_age,coups_recent,regime_age,ethnic_salient,non_violent_camp,service,GDP_change,youth_bulge,election_year,urban_pop,democracy,wto_gatt,secondary_school,state_discriminate,civil_war,torture,manufactoring,year,country,sftgcode
-0.339537558199,0.922285519558,-0.203366788172,0.412325702308,-0.630919444975,-0.199921060116,-0.434256737305,-1.03525818133,1.23315407827,0,-0.295433387765,-2.05888558153,0.405769216733,-0.57668286712,-1.35881424663,-0.901948869635,-1.3111777944,-1.04687269806,-0.730525013207,-0.407993161833,-0.121010124157,-0.227413445291,1955,Afghanistan,AFG
0.149004139051,0.943596826371,0.0161104819111,0.412749934582,-0.630919444975,-0.18111250698,-0.434256737305,-0.816862442924,1.23315407827,0,-1.08459384776,-2.05929285571,0.394905776858,-0.57668286712,-1.5411614845,-0.901948869635,-1.3111777944,-1.41284099183,-0.730525013207,-0.407993161833,-0.111486793016,-0.106149617718,1956,Afghanistan,AFG
0.170370979084,0.95156227663,0.195436468823,0.413068632151,-0.630919444975,-0.162792543363,-0.434256737305,-0.589357062882,1.23315407827,0,-1.11866056103,-1.08307730064,0.391195702597,-0.57668286712,-1.52044923741,-0.901948869635,-1.3111777944,-1.45980383376,-0.730525013207,-0.407993161833,-0.11419147284,-0.586160612198,1957,Afghanistan,AFG
0.190971386868,1.00108671607,0.347054430403,0.413309411843,-0.630919444975,-0.144936426487,-0.434256737305,-0.41128817654,1.23315407827,0,-1.34580355734,-0.31196140221,0.390257113942,-0.57668286712,-1.50079884977,-0.901948869635,-1.3111777944,-1.45545042448,-0.730525013207,-0.407993161833,-0.135523870366,-1.19722336179,1958,Afghanistan,AFG
0.195269910526,0.991787684814,0.478391882689,0.413491832312,-0.630919444975,-0.127521246758,-0.434256737305,-0.382373242766,1.23315407827,0,-1.46403911554,0.224638238963,0.416375772856,-0.57668286712,-1.49680171424,-0.901948869635,-1.3111777944,-1.38746493711,-0.730525013207,-0.407993161833,-0.175916411448,-1.20814313357,1959,Afghanistan,AFG
0.0510489265694,0.913405620441,0.594239725819,-0.49136249887,-0.630919444975,-0.110525751031,-0.434256737305,0.0732639008227,1.23315407827,0,-0.910189435992,0.442101228795,0.451055352767,1.73405533096,-1.63385998014,-0.901948869635,-1.3111777944,-2.03778369858,-0.730525013207,-0.407993161833,-0.353415247324,-1.19907118414,1960,Afghanistan,AFG
0.0637613265572,0.708984069392,0.697869152773,-1.23739764554,-0.630919444975,-0.0939301866689,-0.434256737305,0.789433304434,1.23315407827,0,-2.73219171703,-0.545019199515,0.441316061982,-0.57668286712,-1.62205197189,-0.901948869635,-1.3111777944,-1.76179524101,-0.730525013207,-0.407993161833,0.602568196699,-0.823897328334,1961,Afghanistan,AFG
0.0768509054891,0.730731567337,0.791613372363,-0.206511690551,-0.630919444975,-0.0777161635355,-0.434256737305,1.43391872248,1.23315407827,0,-1.06404393539,-0.42009095221,0.467869036845,-0.57668286712,-1.60983253479,-0.901948869635,-1.3111777944,-1.26758457893,-0.730525013207,-0.407993161833,0.223506699131,0.279347349235,1962,Afghanistan,AFG
0.0903129342798,0.75903367333,-1.5668841299,-1.60702239235,-0.630919444975,-0.0618665314947,-0.434256737305,-1.58180216629,1.23315407827,0,-1.35530197375,-0.310230808619,0.494313937226,-0.57668286712,-1.59728395459,-0.901948869635,-1.3111777944,-1.61248811977,-0.730525013207,-0.407993161833,0.563357040317,-0.35013121689,1963,Afghanistan,AFG
0.10414564299,0.750890755259,-0.885125459034,-0.944734777833,-0.630919444975,-0.0463652713769,-0.434256737305,-1.89239960217,1.23315407827,0,0.496509510728,0.328487698105,0.520588934606,1.73405533096,-1.58428280265,-0.901948869635,-1.3111777944,-1.89668526645,-0.730525013207,-0.407993161833,-1.31446782171,-1.04614461326,1964,Afghanistan,AFG
0.118342103216,0.756013693376,-0.486322202038,-0.485530412447,-0.630919444975,-0.0311973976722,-0.434256737305,-1.35492445508,1.23315407827,0,-0.181922581218,-0.820399887761,0.550137642325,-0.57668286712,-1.57095250762,-0.901948869635,-1.3111777944,-1.4418173348,-0.730525013207,-0.407993161833,-1.18743398586,-0.0359714076052,1965,Afghanistan,AFG
